## Cluster data 
Fraction	Trial	Configuration #	#DDT	DDT Fraction	#PEG	PEG Fraction	Total Fraction of Surface Covered
0.50	2	9	[14, 52, 4]	[0.099, 0.334, 0.033]	[70]	[0.445]	0.9116
0.50	2	10	[4, 14, 52]	[0.033, 0.094, 0.340]	[70]	[0.445]	0.9116
0.50	3	1	[70]	[0.456]	[1, 68, 1]	[0.006, 0.445, 0.008]	0.9144
0.50	3	2	[70]	[0.470]	[1, 1, 68]	[0.006, 0.006, 0.442]	0.9227
0.50	3	3	[70]	[0.467]	[68, 1, 1]	[0.450, 0.006, 0.006]	0.9282
0.50	3	4	[70]	[0.464]	[68, 1, 1]	[0.448, 0.006, 0.003]	0.9199
0.50	3	5	[70]	[0.470]	[1, 68, 1]	[0.006, 0.448, 0.006]	0.9282
0.50	3	6	[70]	[0.461]	[1, 68, 1]	[0.006, 0.436, 0.006]	0.9088
0.50	3	7	[70]	[0.450]	[68, 1, 1]	[0.436, 0.006, 0.008]	0.9006
0.50	3	8	[70]	[0.461]	[68, 1, 1]	[0.442, 0.008, 0.006]	0.9171
0.50	3	9	[70]	[0.461]	[68, 1, 1]	[0.436, 0.006, 0.008]	0.9116
0.50	3	10	[70]	[0.459]	[1, 68, 1]	[0.008, 0.448, 0.003]	0.9171
0.50	4	1	[55, 15]	[0.370, 0.105]	[69, 1]	[0.450, 0.006]	0.9309
0.50	4	2	[55, 15]	[0.370, 0.097]	[69, 1]	[0.445, 0.006]	0.9171
0.50	4	3	[15, 55]	[0.102, 0.378]	[69, 1]	[0.439, 0.006]	0.9254
0.50	4	4	[15, 55]	[0.102, 0.373]	[1, 69]	[0.006, 0.450]	0.9309
0.50	4	5	[15, 55]	[0.102, 0.378]	[69, 1]	[0.439, 0.006]	0.9254
0.50	4	6	[55, 15]	[0.376, 0.102]	[69, 1]	[0.439, 0.006]	0.9227
0.50	4	7	[55, 15]	[0.370, 0.099]	[69, 1]	[0.442, 0.006]	0.9171
0.50	4	8	[55, 15]	[0.367, 0.102]	[1, 69]	[0.006, 0.448]	0.9227
0.50	4	9	[70]	[0.475]	[69, 1]	[0.442, 0.006]	0.9227
0.50	4	10	[55, 15]	[0.378, 0.099]	[70]	[0.450]	0.9282
0.50	5	1	[70]	[0.464]	[70]	[0.448]	0.9116
0.50	5	2	[70]	[0.456]	[70]	[0.461]	0.9171
0.50	5	3	[70]	[0.459]	[70]	[0.453]	0.9116
0.50	5	4	[70]	[0.461]	[70]	[0.453]	0.9144
0.50	5	5	[2, 68]	[0.014, 0.453]	[70]	[0.453]	0.9199
0.50	5	6	[70]	[0.459]	[70]	[0.450]	0.9088
0.50	5	7	[70]	[0.456]	[70]	[0.453]	0.9088
0.50	5	8	[70]	[0.464]	[21, 49]	[0.133, 0.304]	0.9006
0.50	5	9	[70]	[0.453]	[70]	[0.459]	0.9116
0.50	5	10	[70]	[0.459]	[70]	[0.445]	0.9033
0.50	6	1	[68, 1, 1]	[0.434, 0.008, 0.006]	[62, 1, 7]	[0.401, 0.003, 0.044]	0.8950
0.50	6	2	[1, 1, 68]	[0.006, 0.008, 0.439]	[7, 62, 1]	[0.047, 0.403, 0.003]	0.9061
0.50	6	3	[16, 1, 52, 1]	[0.099, 0.008, 0.337, 0.008]	[63, 1, 6]	[0.403, 0.003, 0.044]	0.9033
0.50	6	4	[69, 1]	[0.450, 0.008]	[6, 1, 63]	[0.036, 0.006, 0.412]	0.9116
0.50	6	5	[16, 52, 1, 1]	[0.102, 0.331, 0.008, 0.006]	[1, 6, 63]	[0.008, 0.036, 0.414]	0.9061
0.50	6	6	[52, 1, 16, 1]	[0.343, 0.008, 0.102, 0.008]	[1, 6, 63]	[0.003, 0.039, 0.403]	0.9061
0.50	6	7	[1, 67, 1, 1]	[0.006, 0.434, 0.008, 0.008]	[62, 7, 1]	[0.398, 0.044, 0.003]	0.9006
0.50	6	8	[1, 53, 15, 1]	[0.008, 0.343, 0.099, 0.006]	[1, 7, 62]	[0.006, 0.041, 0.398]	0.9006
0.50	6	9	[53, 1, 15, 1]	[0.345, 0.006, 0.097, 0.006]	[7, 1, 62]	[0.041, 0.003, 0.403]	0.9006
0.50	6	10	[68, 1, 1]	[0.439, 0.008, 0.006]	[7, 1, 62]	[0.039, 0.003, 0.395]	0.8895
0.50	1	1	[27, 35, 7, 1]	[0.177, 0.249, 0.050, 0.006]	[69, 1]	[0.431, 0.006]	0.9171
0.50	1	2	[7, 62, 1]	[0.050, 0.425, 0.006]	[69, 1]	[0.436, 0.003]	0.9199
0.50	1	3	[27, 1, 7, 35]	[0.171, 0.008, 0.050, 0.238]	[1, 69]	[0.006, 0.450]	0.9227
0.50	1	4	[36, 6, 1, 27]	[0.243, 0.044, 0.008, 0.182]	[69, 1]	[0.442, 0.003]	0.9227
0.50	1	5	[63, 6, 1]	[0.423, 0.041, 0.008]	[1, 68, 1]	[0.003, 0.439, 0.008]	0.9227
0.50	1	6	[7, 34, 1, 28]	[0.047, 0.229, 0.008, 0.188]	[1, 69]	[0.003, 0.445]	0.9199
0.50	1	7	[35, 1, 27, 7]	[0.243, 0.006, 0.182, 0.052]	[69, 1]	[0.425, 0.006]	0.9144
0.50	1	8	[27, 1, 35, 7]	[0.180, 0.008, 0.243, 0.055]	[69, 1]	[0.436, 0.003]	0.9254
0.50	1	9	[7, 37, 25, 1]	[0.050, 0.257, 0.160, 0.008]	[1, 69]	[0.006, 0.453]	0.9337
0.50	1	10	[37, 25, 7, 1]	[0.251, 0.166, 0.050, 0.006]	[1, 57, 12]	[0.003, 0.359, 0.075]	0.9088
0.50	2	1	[1, 69]	[0.006, 0.470]	[1, 1, 68]	[0.006, 0.006, 0.436]	0.9227
0.50	2	2	[69, 1]	[0.461, 0.008]	[1, 61, 7, 1]	[0.008, 0.398, 0.044, 0.006]	0.9254
0.50	2	3	[69, 1]	[0.459, 0.008]	[1, 1, 68]	[0.006, 0.006, 0.436]	0.9144
0.50	2	4	[70]	[0.470]	[1, 69]	[0.006, 0.445]	0.9199
0.50	2	5	[70]	[0.470]	[69, 1]	[0.445, 0.006]	0.9199
0.50	2	6	[70]	[0.472]	[69, 1]	[0.439, 0.006]	0.9171
0.50	2	7	[70]	[0.475]	[1, 7, 62]	[0.006, 0.036, 0.401]	0.9171
0.50	2	8	[69, 1]	[0.456, 0.008]	[1, 69]	[0.006, 0.448]	0.9171
0.50	2	9	[69, 1]	[0.470, 0.008]	[1, 69]	[0.006, 0.439]	0.9227
0.50	2	10	[70]	[0.470]	[1, 7, 62]	[0.006, 0.047, 0.401]	0.9227
0.50	3	1	[1, 58, 11]	[0.008, 0.378, 0.077]	[65, 5]	[0.412, 0.033]	0.9088
0.50	3	2	[11, 1, 58]	[0.080, 0.008, 0.378]	[4, 1, 65]	[0.025, 0.008, 0.423]	0.9227
0.50	3	3	[1, 11, 58]	[0.008, 0.080, 0.392]	[4, 65, 1]	[0.025, 0.409, 0.006]	0.9199
0.50	3	4	[1, 11, 58]	[0.008, 0.080, 0.387]	[65, 5]	[0.406, 0.033]	0.9144
0.50	3	5	[58, 11, 1]	[0.390, 0.075, 0.008]	[5, 65]	[0.033, 0.409]	0.9144
0.50	3	6	[12, 57, 1]	[0.088, 0.381, 0.008]	[65, 5]	[0.409, 0.033]	0.9199
0.50	3	7	[58, 11, 1]	[0.387, 0.080, 0.008]	[4, 65, 1]	[0.025, 0.412, 0.008]	0.9199
0.50	3	8	[11, 58, 1]	[0.080, 0.398, 0.008]	[65, 5]	[0.417, 0.028]	0.9309
0.50	3	9	[11, 58, 1]	[0.080, 0.392, 0.008]	[65, 5]	[0.423, 0.033]	0.9365
0.50	3	10	[11, 58, 1]	[0.077, 0.395, 0.008]	[5, 65]	[0.028, 0.423]	0.9309
0.50	4	1	[1, 1, 68]	[0.008, 0.008, 0.459]	[6, 3, 61]	[0.039, 0.017, 0.395]	0.9254
0.50	4	2	[1, 1, 68]	[0.008, 0.008, 0.461]	[3, 6, 1, 60]	[0.017, 0.039, 0.006, 0.390]	0.9282
0.50	4	3	[1, 69]	[0.008, 0.464]	[3, 60, 6, 1]	[0.019, 0.395, 0.039, 0.003]	0.9282
0.50	4	4	[70]	[0.475]	[6, 61, 3]	[0.036, 0.395, 0.019]	0.9254
0.50	4	5	[70]	[0.467]	[6, 3, 61]	[0.039, 0.019, 0.401]	0.9254
0.50	4	6	[70]	[0.475]	[61, 6, 3]	[0.401, 0.036, 0.017]	0.9282
0.50	4	7	[70]	[0.478]	[61, 6, 3]	[0.401, 0.039, 0.017]	0.9337
0.50	4	8	[70]	[0.475]	[3, 6, 61]	[0.017, 0.039, 0.406]	0.9365
0.50	4	9	[70]	[0.475]	[61, 6, 3]	[0.403, 0.039, 0.017]	0.9337
0.50	4	10	[70]	[0.472]	[61, 6, 3]	[0.392, 0.039, 0.022]	0.9254
0.50	5	1	[31, 1, 1, 18, 19]	[0.204, 0.008, 0.008, 0.127, 0.127]	[2, 55, 7, 6]	[0.014, 0.334, 0.044, 0.039]	0.9061
0.50	5	2	[19, 31, 18, 1, 1]	[0.124, 0.204, 0.124, 0.006, 0.008]	[7, 61, 2]	[0.044, 0.384, 0.014]	0.9088
0.50	5	3	[1, 19, 18, 1, 31]	[0.006, 0.124, 0.119, 0.006, 0.202]	[7, 61, 2]	[0.044, 0.390, 0.014]	0.9033
0.50	5	4	[1, 1, 19, 31, 18]	[0.008, 0.008, 0.124, 0.207, 0.127]	[61, 2, 7]	[0.378, 0.014, 0.044]	0.9116
0.50	5	5	[18, 1, 31, 19, 1]	[0.122, 0.008, 0.204, 0.124, 0.008]	[61, 2, 7]	[0.381, 0.014, 0.044]	0.9061
0.50	5	6	[31, 18, 1, 1, 19]	[0.204, 0.119, 0.008, 0.006, 0.127]	[2, 61, 7]	[0.014, 0.395, 0.044]	0.9171
0.50	5	7	[1, 18, 31, 1, 19]	[0.008, 0.124, 0.204, 0.008, 0.127]	[61, 7, 2]	[0.384, 0.044, 0.014]	0.9144
0.50	5	8	[19, 1, 1, 31, 18]	[0.124, 0.008, 0.008, 0.207, 0.127]	[61, 7, 2]	[0.376, 0.044, 0.014]	0.9088
0.50	5	9	[18, 1, 31, 19, 1]	[0.127, 0.008, 0.207, 0.124, 0.008]	[63, 7]	[0.390, 0.044]	0.9088
0.50	5	10	[18, 19, 31, 1, 1]	[0.130, 0.122, 0.202, 0.008, 0.008]	[55, 8, 7]	[0.340, 0.052, 0.044]	0.9061
0.50	6	1	[22, 46, 1, 1]	[0.144, 0.318, 0.008, 0.008]	[70]	[0.436]	0.9144
0.50	6	2	[46, 1, 1, 22]	[0.312, 0.008, 0.008, 0.146]	[70]	[0.442]	0.9171
0.50	6	3	[1, 1, 68]	[0.008, 0.008, 0.450]	[70]	[0.445]	0.9116
0.50	6	4	[1, 1, 68]	[0.008, 0.008, 0.464]	[55, 12, 3]	[0.356, 0.069, 0.019]	0.9254
0.50	6	5	[69, 1]	[0.470, 0.008]	[1, 12, 57]	[0.008, 0.072, 0.359]	0.9171
0.50	6	6	[69, 1]	[0.467, 0.008]	[12, 1, 1, 56]	[0.069, 0.008, 0.006, 0.351]	0.9088
0.50	6	7	[69, 1]	[0.467, 0.008]	[12, 56, 1, 1]	[0.072, 0.354, 0.008, 0.008]	0.9171
0.50	6	8	[69, 1]	[0.470, 0.008]	[1, 56, 1, 12]	[0.008, 0.356, 0.008, 0.069]	0.9199
0.50	6	9	[1, 69]	[0.008, 0.459]	[12, 1, 1, 56]	[0.072, 0.008, 0.008, 0.367]	0.9227
0.50	6	10	[1, 69]	[0.008, 0.470]	[1, 12, 1, 56]	[0.006, 0.072, 0.006, 0.351]	0.9116
0.60	1	1	[58]	[0.362]	[86, 1]	[0.558, 0.006]	0.9254
0.60	1	2	[58]	[0.370]	[86, 1]	[0.544, 0.006]	0.9199
0.60	1	3	[58]	[0.365]	[86, 1]	[0.544, 0.006]	0.9144
0.60	1	4	[58]	[0.370]	[1, 86]	[0.006, 0.547]	0.9227
0.60	1	5	[58]	[0.367]	[1, 86]	[0.006, 0.547]	0.9199
0.60	1	6	[58]	[0.365]	[1, 86]	[0.006, 0.539]	0.9088
0.60	1	7	[58]	[0.365]	[1, 86]	[0.006, 0.541]	0.9116
0.60	1	8	[58]	[0.359]	[86, 1]	[0.547, 0.006]	0.9116
0.60	1	9	[58]	[0.365]	[1, 86]	[0.006, 0.550]	0.9199
0.60	1	10	[58]	[0.367]	[86, 1]	[0.555, 0.006]	0.9282
0.60	2	1	[24, 1, 33]	[0.155, 0.008, 0.210]	[87]	[0.552]	0.9254
0.60	2	2	[24, 33, 1]	[0.157, 0.207, 0.008]	[87]	[0.555]	0.9282
0.60	2	3	[1, 24, 33]	[0.008, 0.155, 0.210]	[85, 2]	[0.552, 0.014]	0.9392
0.60	2	4	[1, 57]	[0.008, 0.365]	[87]	[0.550]	0.9227
0.60	2	5	[24, 1, 33]	[0.160, 0.008, 0.202]	[87]	[0.550]	0.9199
0.60	2	6	[24, 33, 1]	[0.155, 0.213, 0.008]	[85, 2]	[0.536, 0.011]	0.9227
0.60	2	7	[1, 33, 24]	[0.008, 0.207, 0.160]	[85, 2]	[0.533, 0.014]	0.9227
0.60	2	8	[24, 1, 33]	[0.155, 0.008, 0.215]	[87]	[0.552]	0.9309
0.60	2	9	[57, 1]	[0.370, 0.008]	[85, 2]	[0.530, 0.017]	0.9254
0.60	2	10	[1, 33, 24]	[0.008, 0.207, 0.160]	[87]	[0.550]	0.9254
0.60	3	1	[58]	[0.387]	[87]	[0.552]	0.9392
0.60	3	2	[58]	[0.381]	[87]	[0.555]	0.9365
0.60	3	3	[58]	[0.387]	[87]	[0.555]	0.9420
0.60	3	4	[58]	[0.384]	[87]	[0.552]	0.9365
0.60	3	5	[58]	[0.390]	[87]	[0.547]	0.9365
0.60	3	6	[58]	[0.387]	[87]	[0.555]	0.9420
0.60	3	7	[58]	[0.392]	[87]	[0.550]	0.9420
0.60	3	8	[58]	[0.387]	[87]	[0.547]	0.9337
0.60	3	9	[58]	[0.384]	[87]	[0.558]	0.9420
0.60	3	10	[58]	[0.387]	[87]	[0.558]	0.9448
0.60	4	1	[1, 57]	[0.008, 0.359]	[87]	[0.569]	0.9365
0.60	4	2	[57, 1]	[0.362, 0.008]	[87]	[0.566]	0.9365
0.60	4	3	[57, 1]	[0.356, 0.008]	[87]	[0.564]	0.9282
0.60	4	4	[57, 1]	[0.367, 0.006]	[87]	[0.564]	0.9365
0.60	4	5	[1, 57]	[0.008, 0.370]	[87]	[0.555]	0.9337
0.60	4	6	[1, 57]	[0.008, 0.367]	[87]	[0.555]	0.9309
0.60	4	7	[57, 1]	[0.365, 0.008]	[87]	[0.555]	0.9282
0.60	4	8	[57, 1]	[0.365, 0.006]	[87]	[0.564]	0.9337
0.60	4	9	[57, 1]	[0.362, 0.008]	[87]	[0.564]	0.9337
0.60	4	10	[1, 57]	[0.008, 0.365]	[87]	[0.569]	0.9420
0.60	5	1	[15, 43]	[0.110, 0.290]	[12, 72, 2, 1]	[0.072, 0.448, 0.006, 0.003]	0.9282
0.60	5	2	[14, 1, 43]	[0.097, 0.008, 0.287]	[12, 2, 72, 1]	[0.069, 0.006, 0.453, 0.006]	0.9254
0.60	5	3	[43, 15]	[0.290, 0.105]	[72, 1, 12, 2]	[0.448, 0.006, 0.066, 0.006]	0.9199
0.60	5	4	[15, 43]	[0.108, 0.285]	[72, 1, 12, 2]	[0.445, 0.006, 0.072, 0.006]	0.9199
0.60	5	5	[43, 15]	[0.279, 0.105]	[12, 1, 2, 72]	[0.072, 0.006, 0.008, 0.453]	0.9227
0.60	5	6	[15, 43]	[0.108, 0.282]	[2, 12, 73]	[0.006, 0.077, 0.459]	0.9309
0.60	5	7	[43, 15]	[0.290, 0.108]	[73, 2, 12]	[0.453, 0.006, 0.077]	0.9337
0.60	5	8	[43, 15]	[0.279, 0.108]	[2, 12, 2, 71]	[0.006, 0.072, 0.011, 0.448]	0.9227
0.60	5	9	[43, 15]	[0.290, 0.105]	[73, 2, 12]	[0.453, 0.006, 0.072]	0.9254
0.60	5	10	[15, 43]	[0.105, 0.282]	[12, 2, 73]	[0.077, 0.006, 0.453]	0.9227
0.60	6	1	[1, 36, 1, 11, 9]	[0.008, 0.235, 0.008, 0.077, 0.061]	[87]	[0.539]	0.9282
0.60	6	2	[12, 1, 36, 9]	[0.077, 0.008, 0.229, 0.064]	[87]	[0.539]	0.9171
0.60	6	3	[1, 36, 9, 11, 1]	[0.008, 0.229, 0.064, 0.075, 0.008]	[87]	[0.544]	0.9282
0.60	6	4	[11, 36, 9, 1, 1]	[0.075, 0.235, 0.066, 0.008, 0.008]	[87]	[0.541]	0.9337
0.60	6	5	[9, 1, 11, 36, 1]	[0.064, 0.006, 0.075, 0.238, 0.008]	[87]	[0.533]	0.9227
0.60	6	6	[45, 11, 1, 1]	[0.287, 0.072, 0.008, 0.008]	[87]	[0.544]	0.9199
0.60	6	7	[1, 11, 1, 45]	[0.008, 0.075, 0.008, 0.296]	[87]	[0.536]	0.9227
0.60	6	8	[1, 10, 1, 46]	[0.008, 0.066, 0.008, 0.304]	[87]	[0.530]	0.9171
0.60	6	9	[46, 1, 10, 1]	[0.298, 0.008, 0.066, 0.008]	[87]	[0.544]	0.9254
0.60	6	10	[1, 10, 46, 1]	[0.008, 0.061, 0.301, 0.008]	[87]	[0.539]	0.9171
0.60	1	1	[58]	[0.373]	[86, 1]	[0.541, 0.006]	0.9199
0.60	1	2	[58]	[0.370]	[1, 86]	[0.006, 0.547]	0.9227
0.60	1	3	[58]	[0.370]	[86, 1]	[0.541, 0.006]	0.9171
0.60	1	4	[58]	[0.381]	[1, 86]	[0.008, 0.536]	0.9254
0.60	1	5	[58]	[0.376]	[86, 1]	[0.539, 0.006]	0.9199
0.60	1	6	[58]	[0.378]	[1, 86]	[0.006, 0.533]	0.9171
0.60	1	7	[58]	[0.381]	[86, 1]	[0.541, 0.003]	0.9254
0.60	1	8	[58]	[0.378]	[1, 86]	[0.006, 0.530]	0.9144
0.60	1	9	[58]	[0.384]	[86, 1]	[0.536, 0.003]	0.9227
0.60	1	10	[58]	[0.376]	[86, 1]	[0.536, 0.006]	0.9171
0.60	2	1	[1, 1, 41, 15]	[0.008, 0.008, 0.268, 0.099]	[87]	[0.552]	0.9365
0.60	2	2	[1, 41, 1, 15]	[0.008, 0.265, 0.006, 0.099]	[87]	[0.547]	0.9254
0.60	2	3	[1, 1, 15, 41]	[0.008, 0.008, 0.099, 0.265]	[87]	[0.550]	0.9309
0.60	2	4	[1, 15, 1, 41]	[0.008, 0.094, 0.008, 0.265]	[87]	[0.558]	0.9337
0.60	2	5	[41, 1, 15, 1]	[0.268, 0.008, 0.099, 0.008]	[87]	[0.544]	0.9282
0.60	2	6	[15, 1, 41, 1]	[0.094, 0.008, 0.271, 0.006]	[87]	[0.544]	0.9227
0.60	2	7	[1, 1, 41, 15]	[0.006, 0.008, 0.271, 0.099]	[87]	[0.550]	0.9337
0.60	2	8	[1, 41, 15, 1]	[0.008, 0.273, 0.097, 0.008]	[87]	[0.544]	0.9309
0.60	2	9	[1, 15, 41, 1]	[0.008, 0.097, 0.273, 0.008]	[87]	[0.544]	0.9309
0.60	2	10	[15, 1, 41, 1]	[0.097, 0.008, 0.271, 0.006]	[87]	[0.547]	0.9282
0.60	3	1	[33, 25]	[0.213, 0.171]	[87]	[0.561]	0.9448
0.60	3	2	[1, 24, 33]	[0.008, 0.160, 0.213]	[87]	[0.552]	0.9337
0.60	3	3	[1, 33, 24]	[0.008, 0.215, 0.155]	[87]	[0.555]	0.9337
0.60	3	4	[24, 1, 33]	[0.160, 0.008, 0.213]	[87]	[0.550]	0.9309
0.60	3	5	[25, 33]	[0.163, 0.215]	[87]	[0.555]	0.9337
0.60	3	6	[33, 25]	[0.213, 0.160]	[87]	[0.558]	0.9309
0.60	3	7	[25, 33]	[0.157, 0.207]	[87]	[0.558]	0.9227
0.60	3	8	[33, 25]	[0.218, 0.160]	[87]	[0.555]	0.9337
0.60	3	9	[25, 33]	[0.163, 0.215]	[87]	[0.561]	0.9392
0.60	3	10	[25, 33]	[0.155, 0.221]	[87]	[0.552]	0.9282
0.60	4	1	[58]	[0.362]	[87]	[0.555]	0.9171
0.60	4	2	[58]	[0.365]	[87]	[0.552]	0.9171
0.60	4	3	[58]	[0.362]	[87]	[0.547]	0.9088
0.60	4	4	[58]	[0.370]	[87]	[0.555]	0.9254
0.60	4	5	[58]	[0.365]	[87]	[0.555]	0.9199
0.60	4	6	[58]	[0.367]	[87]	[0.552]	0.9199
0.60	4	7	[58]	[0.370]	[87]	[0.561]	0.9309
0.60	4	8	[58]	[0.367]	[87]	[0.558]	0.9254
0.60	4	9	[58]	[0.356]	[87]	[0.561]	0.9171
0.60	4	10	[58]	[0.370]	[87]	[0.555]	0.9254
0.60	5	1	[1, 42, 15]	[0.006, 0.271, 0.105]	[86, 1]	[0.533, 0.008]	0.9227
0.60	5	2	[43, 15]	[0.282, 0.102]	[1, 86]	[0.006, 0.541]	0.9309
0.60	5	3	[43, 15]	[0.279, 0.102]	[86, 1]	[0.536, 0.008]	0.9254
0.60	5	4	[15, 43]	[0.108, 0.273]	[86, 1]	[0.541, 0.008]	0.9309
0.60	5	5	[43, 15]	[0.279, 0.102]	[1, 85, 1]	[0.003, 0.536, 0.008]	0.9282
0.60	5	6	[15, 43]	[0.099, 0.279]	[1, 86]	[0.006, 0.539]	0.9227
0.60	5	7	[1, 15, 42]	[0.008, 0.105, 0.273]	[1, 86]	[0.006, 0.536]	0.9282
0.60	5	8	[42, 1, 15]	[0.279, 0.006, 0.105]	[1, 86]	[0.008, 0.539]	0.9365
0.60	5	9	[1, 42, 15]	[0.006, 0.282, 0.099]	[85, 1, 1]	[0.539, 0.008, 0.006]	0.9392
0.60	5	10	[15, 43]	[0.102, 0.287]	[86, 1]	[0.533, 0.008]	0.9309
0.60	6	1	[8, 50]	[0.058, 0.318]	[87]	[0.552]	0.9282
0.60	6	2	[8, 1, 49]	[0.061, 0.008, 0.315]	[87]	[0.558]	0.9420
0.60	6	3	[8, 50]	[0.058, 0.323]	[87]	[0.555]	0.9365
0.60	6	4	[8, 50]	[0.055, 0.318]	[86, 1]	[0.558, 0.006]	0.9365
0.60	6	5	[50, 8]	[0.320, 0.061]	[87]	[0.558]	0.9392
0.60	6	6	[49, 8, 1]	[0.320, 0.055, 0.006]	[87]	[0.558]	0.9392
0.60	6	7	[49, 8, 1]	[0.312, 0.058, 0.008]	[87]	[0.561]	0.9392
0.60	6	8	[8, 1, 49]	[0.058, 0.008, 0.315]	[1, 86]	[0.006, 0.552]	0.9392
0.60	6	9	[8, 50]	[0.061, 0.323]	[87]	[0.555]	0.9392
0.60	6	10	[50, 8]	[0.320, 0.061]	[87]	[0.552]	0.9337
0.60	1	1	[1, 1, 56]	[0.008, 0.008, 0.367]	[87]	[0.547]	0.9309
0.60	1	2	[1, 1, 55, 1]	[0.008, 0.008, 0.356, 0.008]	[87]	[0.550]	0.9309
0.60	1	3	[1, 1, 1, 55]	[0.006, 0.008, 0.008, 0.362]	[87]	[0.550]	0.9337
0.60	1	4	[1, 1, 1, 1, 54]	[0.008, 0.008, 0.006, 0.008, 0.351]	[87]	[0.547]	0.9282
0.60	1	5	[1, 1, 56]	[0.006, 0.008, 0.365]	[87]	[0.550]	0.9282
0.60	1	6	[1, 1, 1, 55]	[0.006, 0.008, 0.008, 0.367]	[87]	[0.541]	0.9309
0.60	1	7	[56, 1, 1]	[0.365, 0.008, 0.006]	[87]	[0.547]	0.9254
0.60	1	8	[1, 55, 1, 1]	[0.006, 0.367, 0.006, 0.008]	[87]	[0.541]	0.9282
0.60	1	9	[1, 1, 56]	[0.008, 0.006, 0.370]	[87]	[0.541]	0.9254
0.60	1	10	[1, 1, 1, 55]	[0.008, 0.008, 0.006, 0.354]	[87]	[0.550]	0.9254
0.60	2	1	[23, 35]	[0.160, 0.221]	[87]	[0.552]	0.9337
0.60	2	2	[35, 23]	[0.221, 0.157]	[87]	[0.547]	0.9254
0.60	2	3	[23, 35]	[0.155, 0.224]	[87]	[0.555]	0.9337
0.60	2	4	[35, 23]	[0.221, 0.152]	[87]	[0.555]	0.9282
0.60	2	5	[23, 35]	[0.152, 0.224]	[87]	[0.552]	0.9282
0.60	2	6	[35, 23]	[0.218, 0.152]	[87]	[0.550]	0.9199
0.60	2	7	[23, 35]	[0.152, 0.218]	[87]	[0.561]	0.9309
0.60	2	8	[23, 35]	[0.155, 0.218]	[87]	[0.552]	0.9254
0.60	2	9	[35, 23]	[0.215, 0.155]	[87]	[0.552]	0.9227
0.60	2	10	[35, 23]	[0.218, 0.157]	[87]	[0.552]	0.9282
0.60	3	1	[3, 13, 1, 41]	[0.019, 0.094, 0.006, 0.273]	[86, 1]	[0.544, 0.006]	0.9420
0.60	3	2	[3, 13, 41, 1]	[0.019, 0.094, 0.273, 0.006]	[87]	[0.547]	0.9392
0.60	3	3	[1, 3, 54]	[0.006, 0.019, 0.367]	[87]	[0.541]	0.9337
0.60	3	4	[3, 54, 1]	[0.017, 0.365, 0.006]	[87]	[0.550]	0.9365
0.60	3	5	[4, 1, 53]	[0.025, 0.006, 0.356]	[86, 1]	[0.547, 0.006]	0.9392
0.60	3	6	[1, 40, 14, 3]	[0.006, 0.262, 0.094, 0.019]	[87]	[0.552]	0.9337
0.60	3	7	[54, 3, 1]	[0.367, 0.019, 0.008]	[87]	[0.544]	0.9392
0.60	3	8	[1, 54, 3]	[0.006, 0.356, 0.019]	[1, 86]	[0.006, 0.544]	0.9309
0.60	3	9	[3, 1, 54]	[0.019, 0.008, 0.359]	[87]	[0.541]	0.9282
0.60	3	10	[1, 3, 14, 40]	[0.008, 0.019, 0.091, 0.273]	[86, 1]	[0.533, 0.006]	0.9309
0.60	4	1	[26, 15, 17]	[0.166, 0.105, 0.110]	[84, 3]	[0.544, 0.014]	0.9392
0.60	4	2	[17, 41]	[0.110, 0.271]	[17, 67, 3]	[0.110, 0.428, 0.014]	0.9337
0.60	4	3	[41, 17]	[0.273, 0.108]	[67, 3, 17]	[0.423, 0.017, 0.108]	0.9282
0.60	4	4	[41, 17]	[0.271, 0.108]	[67, 20]	[0.425, 0.124]	0.9282
0.60	4	5	[41, 17]	[0.279, 0.110]	[67, 17, 3]	[0.425, 0.105, 0.014]	0.9337
0.60	4	6	[41, 17]	[0.273, 0.110]	[3, 17, 67]	[0.014, 0.105, 0.428]	0.9309
0.60	4	7	[41, 17]	[0.265, 0.110]	[67, 3, 17]	[0.431, 0.014, 0.105]	0.9254
0.60	4	8	[17, 41]	[0.113, 0.273]	[17, 67, 3]	[0.108, 0.423, 0.014]	0.9309
0.60	4	9	[41, 17]	[0.271, 0.113]	[17, 67, 3]	[0.105, 0.428, 0.014]	0.9309
0.60	4	10	[41, 17]	[0.273, 0.110]	[67, 3, 17]	[0.423, 0.017, 0.108]	0.9309
0.60	5	1	[1, 56, 1]	[0.008, 0.373, 0.008]	[87]	[0.541]	0.9309
0.60	5	2	[57, 1]	[0.378, 0.008]	[87]	[0.533]	0.9199
0.60	5	3	[57, 1]	[0.365, 0.008]	[87]	[0.550]	0.9227
0.60	5	4	[1, 57]	[0.008, 0.367]	[87]	[0.544]	0.9199
0.60	5	5	[57, 1]	[0.376, 0.006]	[87]	[0.544]	0.9254
0.60	5	6	[57, 1]	[0.376, 0.006]	[87]	[0.544]	0.9254
0.60	5	7	[1, 41, 16]	[0.008, 0.265, 0.105]	[87]	[0.547]	0.9254
0.60	5	8	[16, 1, 41]	[0.110, 0.008, 0.262]	[87]	[0.544]	0.9254
0.60	5	9	[16, 1, 41]	[0.108, 0.008, 0.260]	[87]	[0.541]	0.9171
