#Average fragment distribution information for janus monolayers at each surface fraction
#PEG(%)  SSR  std(SSR)  FragmentDistribution  std(FragmentDistribution)
10	0.0907276074742393	0.01860750401559245	[0.03908621 0.03182656 0.02846863 0.05589094 0.84472767]	[0.01493859 0.01446992 0.01532275 0.02369116 0.02413534]
20	0.2423078198836443	0.027540499599203315	[0.11791901 0.04729705 0.04001745 0.06658009 0.7281864 ]	[0.02356603 0.01606225 0.01777215 0.0191719  0.02689402]
30	0.3527551373005793	0.028803534551360033	[0.21323224 0.05495968 0.04375027 0.06824811 0.61980969]	[0.02348333 0.01812179 0.01777961 0.02176117 0.02224367]
40	0.3849074185718284	0.031188702454639217	[0.29990671 0.06419411 0.057475   0.07093942 0.50748476]	[0.01926268 0.02139618 0.01739249 0.01888146 0.02243981]
50	0.402515683480945	0.03718319275707727	[0.4023008  0.06988315 0.05402725 0.0697714  0.4040174 ]	[0.02682028 0.02083635 0.01828808 0.02179661 0.02249438]
60	0.3956869090795126	0.039142315779565326	[0.50352113 0.06571714 0.05248304 0.06608191 0.31219678]	[0.02100404 0.01893342 0.01691668 0.01738792 0.02079989]
70	0.35806514476591306	0.031165187429221437	[0.61705548 0.06533701 0.04180657 0.05680077 0.21900016]	[0.01989148 0.02115249 0.01757375 0.01406468 0.01589656]
80	0.24599037089441306	0.0245817203424632	[0.72772392 0.05901559 0.04174918 0.04744112 0.12407019]	[0.01892069 0.01819192 0.01582656 0.01247903 0.01558071]
90	0.08925468185447562	0.011945543046561145	[0.8470773  0.04760186 0.03158573 0.02963443 0.04410069]	[0.01391005 0.01548692 0.01158776 0.00830749 0.00913205]
